Shipment ID,Origin,Destination,Status,Estimated Arrival Time
3233,Phoenix,Phoenix,In Transit,2024-08-16 09:40:55.776156
3234,Chicago,Chicago,In Transit,2024-08-16 18:40:55.776161
3235,Houston,Chicago,Delayed,2024-08-16 08:40:55.776165
3236,Houston,New York,Delivered,2024-08-16 09:40:55.776169
3237,Chicago,Houston,Delayed,2024-08-16 03:40:55.776173
3238,Houston,New York,Delivered,2024-08-16 08:40:55.776177
3239,Los Angeles,Chicago,In Transit,2024-08-16 20:40:55.776182
3240,Los Angeles,Phoenix,In Transit,2024-08-16 04:40:55.776186
3241,Houston,Houston,Delayed,2024-08-16 07:40:55.776190
3242,Los Angeles,Los Angeles,Delivered,2024-08-16 07:40:55.776194
3243,Houston,Los Angeles,In Transit,2024-08-16 05:40:55.776198
3244,Houston,Phoenix,In Transit,2024-08-16 10:40:55.776202
3245,Phoenix,Chicago,Delivered,2024-08-16 19:40:55.776207
3246,Chicago,New York,Delayed,2024-08-16 13:40:55.776211
3247,Los Angeles,Chicago,Delayed,2024-08-17 00:40:55.776215
3248,Chicago,Phoenix,Delayed,2024-08-16 06:40:55.776219
3249,Phoenix,Chicago,Delayed,2024-08-16 20:40:55.776223
3250,New York,New York,Delayed,2024-08-16 11:40:55.776228
3251,Houston,New York,In Transit,2024-08-16 07:40:55.776232
3252,Los Angeles,Houston,Delivered,2024-08-16 09:40:55.776236
3253,New York,Houston,Delayed,2024-08-17 00:40:55.776255
3254,New York,Houston,In Transit,2024-08-16 19:40:55.776260
3255,Los Angeles,Chicago,Delayed,2024-08-16 10:40:55.776274
3256,New York,Los Angeles,Delayed,2024-08-16 19:40:55.776279
3257,Houston,Chicago,In Transit,2024-08-16 02:40:55.776283
3258,Houston,New York,Delayed,2024-08-16 18:40:55.776287
3259,Houston,Houston,Delivered,2024-08-16 05:40:55.776292
3260,Phoenix,Phoenix,Delayed,2024-08-16 11:40:55.776296
3261,New York,Los Angeles,In Transit,2024-08-16 15:40:55.776300
3262,Houston,Chicago,Delivered,2024-08-16 11:40:55.776304
3263,Phoenix,Los Angeles,In Transit,2024-08-16 12:40:55.776309
3264,Houston,Phoenix,Delayed,2024-08-16 23:40:55.776313
3265,Houston,Houston,Delivered,2024-08-17 00:40:55.776317
3266,Los Angeles,Houston,In Transit,2024-08-16 06:40:55.776321
3267,Houston,New York,Delayed,2024-08-17 00:40:55.776325
3268,Houston,Chicago,In Transit,2024-08-16 09:40:55.776330
3269,Houston,New York,Delayed,2024-08-16 14:40:55.776334
3270,Houston,Los Angeles,Delivered,2024-08-16 03:40:55.776338
3271,Houston,Phoenix,Delayed,2024-08-16 14:40:55.776342
3272,Chicago,Phoenix,Delivered,2024-08-16 22:40:55.776346
3273,Chicago,New York,In Transit,2024-08-16 15:40:55.776350
3274,Phoenix,New York,Delivered,2024-08-16 22:40:55.776355
3275,Phoenix,Los Angeles,In Transit,2024-08-16 03:40:55.776359
3276,Phoenix,Houston,Delayed,2024-08-16 21:40:55.776363
3277,Chicago,Phoenix,Delayed,2024-08-16 18:40:55.776367
3278,Phoenix,New York,Delivered,2024-08-16 03:40:55.776371
3279,Los Angeles,Phoenix,Delayed,2024-08-16 07:40:55.776375
3280,New York,Houston,In Transit,2024-08-16 16:40:55.776379
3281,Los Angeles,Phoenix,Delayed,2024-08-16 12:40:55.776384
3282,New York,Houston,Delayed,2024-08-16 05:40:55.776388
3283,New York,Houston,In Transit,2024-08-16 10:40:55.776392
3284,Houston,Chicago,Delivered,2024-08-16 17:40:55.776396
3285,Phoenix,Los Angeles,Delayed,2024-08-16 02:40:55.776400
3286,New York,Phoenix,Delayed,2024-08-16 23:40:55.776405
3287,Houston,Houston,Delayed,2024-08-16 09:40:55.776409
3288,Los Angeles,Phoenix,Delayed,2024-08-16 04:40:55.776413
3289,Houston,New York,Delayed,2024-08-16 06:40:55.776417
3290,New York,Los Angeles,Delivered,2024-08-16 19:40:55.776421
3291,Houston,Los Angeles,Delivered,2024-08-16 04:40:55.776425
3292,Houston,New York,In Transit,2024-08-17 00:40:55.776431
3293,Los Angeles,New York,Delivered,2024-08-17 00:40:55.776436
3294,Los Angeles,Phoenix,In Transit,2024-08-16 17:40:55.776440
3295,New York,Chicago,Delivered,2024-08-16 23:40:55.776444
3296,Houston,Phoenix,In Transit,2024-08-16 15:40:55.776448
3297,Chicago,Phoenix,In Transit,2024-08-16 04:40:55.776452
3298,Houston,Houston,Delayed,2024-08-16 17:40:55.776457
3299,New York,Phoenix,In Transit,2024-08-16 22:40:55.776461
3300,Chicago,Los Angeles,Delayed,2024-08-16 15:40:55.776465
3301,Houston,Chicago,In Transit,2024-08-17 00:40:55.776469
3302,Los Angeles,New York,In Transit,2024-08-16 19:40:55.776473
3303,New York,Los Angeles,Delayed,2024-08-16 20:40:55.776478
3304,Houston,New York,Delivered,2024-08-16 20:40:55.776482
3305,Los Angeles,Houston,Delivered,2024-08-16 11:40:55.776486
3306,New York,Phoenix,Delivered,2024-08-16 07:40:55.776490
3307,Chicago,Houston,Delayed,2024-08-16 04:40:55.776494
3308,Chicago,New York,Delayed,2024-08-16 09:40:55.776498
3309,New York,Phoenix,Delivered,2024-08-16 09:40:55.776503
3310,Los Angeles,Phoenix,Delayed,2024-08-16 13:40:55.776507
3311,Chicago,Houston,Delayed,2024-08-16 11:40:55.776511
3312,New York,New York,Delivered,2024-08-16 20:40:55.776515
3313,Houston,Chicago,Delivered,2024-08-16 22:40:55.776519
3314,New York,Houston,Delivered,2024-08-16 18:40:55.776524
3315,New York,Los Angeles,Delivered,2024-08-16 21:40:55.776528
3316,New York,Los Angeles,Delivered,2024-08-16 15:40:55.776532
3317,Los Angeles,Los Angeles,Delivered,2024-08-16 13:40:55.776536
3318,Phoenix,New York,Delayed,2024-08-17 00:40:55.776540
3319,Houston,Los Angeles,Delayed,2024-08-16 19:40:55.776544
3320,Los Angeles,Los Angeles,In Transit,2024-08-16 14:40:55.776549
3321,New York,Phoenix,Delayed,2024-08-16 19:40:55.776553
3322,Houston,Phoenix,In Transit,2024-08-16 11:40:55.776557
3323,Los Angeles,Phoenix,Delivered,2024-08-16 11:40:55.776561
3324,Chicago,New York,In Transit,2024-08-16 15:40:55.776565
3325,Houston,Los Angeles,Delivered,2024-08-16 09:40:55.776569
3326,Phoenix,Houston,In Transit,2024-08-16 21:40:55.776574
3327,Phoenix,Los Angeles,Delayed,2024-08-16 05:40:55.776578
3328,Houston,Phoenix,Delivered,2024-08-16 10:40:55.776582
3329,Houston,Los Angeles,Delivered,2024-08-16 16:40:55.776586
3330,New York,Phoenix,Delayed,2024-08-16 10:40:55.776591
3331,New York,Los Angeles,In Transit,2024-08-16 04:40:55.776595
3332,New York,New York,Delayed,2024-08-16 07:40:55.776599
3333,Houston,Chicago,Delayed,2024-08-16 16:40:55.776603
3334,Phoenix,Chicago,Delivered,2024-08-16 03:40:55.776607
3335,Chicago,Los Angeles,Delivered,2024-08-16 06:40:55.776611
3336,Phoenix,Houston,In Transit,2024-08-17 00:40:55.776616
3337,New York,Los Angeles,Delayed,2024-08-16 03:40:55.776620
3338,Los Angeles,Los Angeles,Delivered,2024-08-16 10:40:55.776624
3339,Phoenix,Chicago,Delivered,2024-08-16 03:40:55.776628
3340,New York,Los Angeles,In Transit,2024-08-16 21:40:55.776632
3341,Houston,Los Angeles,In Transit,2024-08-16 13:40:55.776636
3342,Chicago,Phoenix,In Transit,2024-08-16 16:40:55.776641
3343,Los Angeles,Los Angeles,Delayed,2024-08-16 05:40:55.776645
3344,Phoenix,Phoenix,In Transit,2024-08-16 11:40:55.776649
3345,New York,New York,Delayed,2024-08-16 22:40:55.776653
3346,Phoenix,Houston,Delayed,2024-08-16 06:40:55.776657
3347,Chicago,Los Angeles,Delayed,2024-08-16 06:40:55.776662
3348,Los Angeles,Phoenix,Delivered,2024-08-16 16:40:55.776666
3349,Phoenix,Phoenix,In Transit,2024-08-16 11:40:55.776670
3350,Chicago,Los Angeles,Delayed,2024-08-16 09:40:55.776674
3351,Los Angeles,Chicago,Delivered,2024-08-16 14:40:55.776678
3352,Phoenix,Chicago,Delayed,2024-08-16 16:40:55.776682
3353,New York,Los Angeles,In Transit,2024-08-16 10:40:55.776686
3354,Chicago,Los Angeles,In Transit,2024-08-16 03:40:55.776691
3355,New York,Chicago,Delayed,2024-08-16 23:40:55.776695
3356,Chicago,Los Angeles,In Transit,2024-08-16 23:40:55.776699
3357,New York,Los Angeles,Delivered,2024-08-16 08:40:55.776703
3358,New York,Chicago,Delivered,2024-08-16 20:40:55.776707
3359,Phoenix,Phoenix,In Transit,2024-08-16 03:40:55.776711
3360,Phoenix,New York,Delayed,2024-08-16 08:40:55.776716
3361,New York,Los Angeles,Delayed,2024-08-16 22:40:55.776720
3362,Chicago,Chicago,Delayed,2024-08-16 19:40:55.776724
3363,Phoenix,Los Angeles,Delivered,2024-08-16 09:40:55.776728
3364,Phoenix,Los Angeles,In Transit,2024-08-16 18:40:55.776732
3365,New York,Phoenix,Delivered,2024-08-16 03:40:55.776737
3366,Chicago,New York,In Transit,2024-08-16 11:40:55.776741
3367,New York,Los Angeles,In Transit,2024-08-16 23:40:55.776745
3368,Houston,New York,Delivered,2024-08-16 07:40:55.776749
3369,New York,Chicago,Delivered,2024-08-16 05:40:55.776753
3370,Chicago,Chicago,In Transit,2024-08-16 06:40:55.776758
3371,Phoenix,Houston,Delayed,2024-08-16 10:40:55.776762
3372,Phoenix,Phoenix,In Transit,2024-08-16 03:40:55.776766
3373,Los Angeles,Chicago,Delivered,2024-08-16 10:40:55.776770
3374,New York,Los Angeles,In Transit,2024-08-16 02:40:55.776775
3375,Phoenix,Los Angeles,In Transit,2024-08-16 20:40:55.776779
3376,Houston,Chicago,In Transit,2024-08-16 10:40:55.776784
3377,Phoenix,Houston,Delivered,2024-08-16 16:40:55.776789
3378,Houston,Phoenix,Delayed,2024-08-16 23:40:55.776793
3379,Phoenix,Houston,Delayed,2024-08-16 02:40:55.776797
3380,Phoenix,New York,Delayed,2024-08-16 13:40:55.776801
3381,Chicago,Phoenix,Delivered,2024-08-16 08:40:55.776806
3382,Phoenix,Phoenix,Delivered,2024-08-16 14:40:55.776810
3383,Houston,Los Angeles,Delayed,2024-08-16 16:40:55.776814
3384,Chicago,Phoenix,In Transit,2024-08-16 17:40:55.776818
3385,Phoenix,Phoenix,In Transit,2024-08-16 09:40:55.776822
3386,Chicago,Los Angeles,Delivered,2024-08-16 09:40:55.776826
3387,Phoenix,Phoenix,Delivered,2024-08-16 12:40:55.776831
3388,Los Angeles,Houston,In Transit,2024-08-16 22:40:55.776835
3389,Chicago,Phoenix,Delivered,2024-08-16 03:40:55.776839
3390,Houston,Chicago,Delivered,2024-08-16 20:40:55.776843
3391,Los Angeles,Phoenix,In Transit,2024-08-16 12:40:55.776847
3392,Phoenix,Phoenix,Delayed,2024-08-16 10:40:55.776852
3393,Phoenix,New York,In Transit,2024-08-16 07:40:55.776856
3394,Los Angeles,New York,Delayed,2024-08-16 05:40:55.776860
3395,New York,Houston,Delayed,2024-08-16 04:40:55.776864
3396,Los Angeles,New York,Delayed,2024-08-16 05:40:55.776868
3397,Houston,Houston,In Transit,2024-08-16 18:40:55.776873
3398,Phoenix,New York,Delivered,2024-08-16 10:40:55.776877
3399,Chicago,New York,In Transit,2024-08-16 12:40:55.776881
3400,New York,Los Angeles,In Transit,2024-08-16 12:40:55.776885
3401,Chicago,Houston,Delivered,2024-08-16 08:40:55.776889
3402,Los Angeles,Phoenix,In Transit,2024-08-16 12:40:55.776893
3403,Phoenix,New York,Delivered,2024-08-16 17:40:55.776898
3404,Houston,Houston,Delivered,2024-08-16 05:40:55.776902
3405,Los Angeles,Phoenix,Delayed,2024-08-16 13:40:55.776906
3406,Los Angeles,New York,Delivered,2024-08-16 16:40:55.776912
3407,Chicago,Chicago,Delayed,2024-08-16 09:40:55.776916
3408,Chicago,Phoenix,Delayed,2024-08-16 17:40:55.776920
3409,Phoenix,New York,Delivered,2024-08-16 19:40:55.776924
3410,Chicago,New York,Delivered,2024-08-16 22:40:55.776928
3411,New York,Phoenix,Delivered,2024-08-16 15:40:55.776933
3412,Phoenix,Houston,Delivered,2024-08-16 06:40:55.776937
3413,Houston,Los Angeles,Delivered,2024-08-16 17:40:55.776941
3414,New York,New York,In Transit,2024-08-16 20:40:55.776945
3415,Los Angeles,Houston,Delivered,2024-08-16 05:40:55.776949
3416,Chicago,Chicago,Delayed,2024-08-16 09:40:55.776954
3417,Houston,Phoenix,In Transit,2024-08-16 07:40:55.776958
3418,Phoenix,Houston,Delivered,2024-08-16 17:40:55.776962
3419,Chicago,Houston,Delivered,2024-08-17 00:40:55.776966
3420,New York,Houston,Delayed,2024-08-16 13:40:55.776970
3421,Los Angeles,Los Angeles,Delayed,2024-08-16 21:40:55.776975
3422,Los Angeles,Los Angeles,In Transit,2024-08-16 19:40:55.776979
3423,Chicago,Chicago,In Transit,2024-08-16 11:40:55.776983
3424,Phoenix,New York,Delivered,2024-08-16 14:40:55.776987
3425,Phoenix,Los Angeles,In Transit,2024-08-16 02:40:55.776992
3426,Chicago,Los Angeles,In Transit,2024-08-16 17:40:55.776996
3427,Chicago,Los Angeles,Delivered,2024-08-17 00:40:55.777000
3428,Chicago,Los Angeles,In Transit,2024-08-16 02:40:55.777004
3429,Houston,Chicago,Delayed,2024-08-16 05:40:55.777009
3430,Chicago,Houston,Delivered,2024-08-16 20:40:55.777013
3431,Houston,Phoenix,Delivered,2024-08-16 17:40:55.777017
3432,New York,Phoenix,Delivered,2024-08-16 05:40:55.777021
3433,Chicago,Houston,In Transit,2024-08-16 20:40:55.777026
3434,Chicago,New York,Delivered,2024-08-16 14:40:55.777030
3435,Phoenix,Chicago,Delayed,2024-08-16 12:40:55.777034
3436,Chicago,Chicago,In Transit,2024-08-16 21:40:55.777038
3437,Houston,Los Angeles,Delayed,2024-08-16 10:40:55.777043
3438,Houston,Houston,In Transit,2024-08-16 19:40:55.777047
3439,Chicago,Los Angeles,Delayed,2024-08-16 18:40:55.777051
3440,Houston,Phoenix,Delivered,2024-08-17 00:40:55.777055
3441,Chicago,Phoenix,Delivered,2024-08-16 23:40:55.777059
3442,New York,Houston,In Transit,2024-08-16 04:40:55.777064
3443,Houston,Phoenix,Delivered,2024-08-16 11:40:55.777068
3444,Houston,Chicago,In Transit,2024-08-16 02:40:55.777072
3445,Houston,Los Angeles,Delivered,2024-08-16 13:40:55.777076
3446,Houston,Chicago,In Transit,2024-08-16 13:40:55.777080
3447,Chicago,Houston,In Transit,2024-08-16 10:40:55.777085
3448,Chicago,Houston,Delayed,2024-08-16 23:40:55.777089
3449,New York,Phoenix,Delivered,2024-08-16 18:40:55.777093
3450,Chicago,New York,Delayed,2024-08-16 16:40:55.777097
3451,Houston,New York,Delivered,2024-08-16 10:40:55.777101
3452,New York,Houston,Delivered,2024-08-16 23:40:55.777106
3453,Los Angeles,Chicago,Delivered,2024-08-16 22:40:55.777110
3454,Phoenix,Los Angeles,Delayed,2024-08-16 14:40:55.777114
3455,New York,New York,Delayed,2024-08-16 15:40:55.777118
3456,Phoenix,New York,Delayed,2024-08-16 13:40:55.777122
3457,Houston,Chicago,Delivered,2024-08-16 11:40:55.777127
3458,Los Angeles,Houston,In Transit,2024-08-16 13:40:55.777131
3459,Phoenix,Phoenix,Delivered,2024-08-16 03:40:55.777135
3460,New York,Chicago,Delivered,2024-08-16 15:40:55.777141
3461,Chicago,Houston,In Transit,2024-08-16 11:40:55.777146
3462,Phoenix,Los Angeles,Delivered,2024-08-16 21:40:55.777150
3463,Chicago,Houston,Delayed,2024-08-16 18:40:55.777154
3464,Phoenix,Phoenix,Delayed,2024-08-16 09:40:55.777158
3465,Houston,Houston,Delayed,2024-08-16 23:40:55.777162
3466,Chicago,Houston,Delayed,2024-08-16 12:40:55.777166
3467,Los Angeles,Chicago,In Transit,2024-08-16 09:40:55.777170
3468,New York,Phoenix,Delayed,2024-08-16 08:40:55.777175
3469,Los Angeles,Phoenix,Delivered,2024-08-16 04:40:55.777179
3470,Phoenix,New York,Delivered,2024-08-16 12:40:55.777183
3471,Phoenix,New York,Delayed,2024-08-16 07:40:55.777187
3472,Los Angeles,Los Angeles,In Transit,2024-08-16 21:40:55.777191
3473,Phoenix,Los Angeles,Delivered,2024-08-16 19:40:55.777195
3474,Houston,Phoenix,In Transit,2024-08-16 08:40:55.777200
3475,New York,Houston,In Transit,2024-08-16 22:40:55.777204
3476,Houston,New York,Delayed,2024-08-16 19:40:55.777208
3477,Chicago,Los Angeles,Delayed,2024-08-16 06:40:55.777212
3478,New York,Phoenix,Delivered,2024-08-16 08:40:55.777216
3479,New York,Houston,In Transit,2024-08-16 23:40:55.777221
3480,Phoenix,Chicago,In Transit,2024-08-16 11:40:55.777225
3481,Chicago,Houston,Delayed,2024-08-16 19:40:55.777229
3482,Los Angeles,New York,In Transit,2024-08-16 02:40:55.777233
3483,Chicago,Houston,Delivered,2024-08-16 17:40:55.777237
3484,Los Angeles,New York,Delayed,2024-08-16 20:40:55.777241
3485,Chicago,Chicago,In Transit,2024-08-16 13:40:55.777246
3486,Chicago,Houston,In Transit,2024-08-16 23:40:55.777250
3487,Los Angeles,Chicago,Delayed,2024-08-16 10:40:55.777254
3488,Houston,New York,Delayed,2024-08-16 10:40:55.777258
3489,Phoenix,New York,Delayed,2024-08-16 21:40:55.777262
3490,Phoenix,New York,In Transit,2024-08-16 22:40:55.777267
3491,Phoenix,Phoenix,Delayed,2024-08-16 08:40:55.777271
3492,Los Angeles,New York,Delivered,2024-08-16 11:40:55.777275
3493,Phoenix,Los Angeles,In Transit,2024-08-16 18:40:55.777279
3494,New York,Houston,In Transit,2024-08-16 13:40:55.777283
3495,Chicago,Phoenix,Delayed,2024-08-16 08:40:55.777287
3496,Los Angeles,Chicago,In Transit,2024-08-16 18:40:55.777291
3497,Los Angeles,Chicago,Delivered,2024-08-16 15:40:55.777296
3498,New York,Los Angeles,Delivered,2024-08-16 09:40:55.777300
3499,Chicago,Houston,In Transit,2024-08-16 06:40:55.777304
3500,Phoenix,Los Angeles,Delayed,2024-08-17 00:40:55.777308
3501,Los Angeles,Houston,Delayed,2024-08-16 16:40:55.777312
3502,Los Angeles,Chicago,Delivered,2024-08-16 07:40:55.777316
3503,Los Angeles,Los Angeles,In Transit,2024-08-16 10:40:55.777321
3504,Los Angeles,Chicago,In Transit,2024-08-16 06:40:55.777325
3505,Los Angeles,Houston,Delivered,2024-08-16 03:40:55.777329
3506,Los Angeles,Los Angeles,Delivered,2024-08-16 07:40:55.777333
3507,New York,Los Angeles,Delivered,2024-08-16 03:40:55.777337
3508,Los Angeles,Phoenix,In Transit,2024-08-16 19:40:55.777341
3509,Houston,Phoenix,Delivered,2024-08-16 14:40:55.777346
3510,Chicago,Houston,Delivered,2024-08-16 03:40:55.777350
3511,Chicago,Houston,Delayed,2024-08-16 09:40:55.777354
3512,Phoenix,Los Angeles,Delivered,2024-08-16 10:40:55.777358
3513,Los Angeles,Phoenix,In Transit,2024-08-16 16:40:55.777362
3514,Los Angeles,Houston,In Transit,2024-08-16 06:40:55.777366
3515,New York,Los Angeles,In Transit,2024-08-16 18:40:55.777370
3516,Houston,Houston,Delivered,2024-08-16 11:40:55.777374
3517,Chicago,New York,In Transit,2024-08-16 02:40:55.777378
3518,Chicago,Phoenix,In Transit,2024-08-16 04:40:55.777383
3519,Phoenix,Houston,Delivered,2024-08-16 15:40:55.777387
3520,Los Angeles,Chicago,Delivered,2024-08-16 15:40:55.777391
3521,New York,Los Angeles,Delayed,2024-08-16 17:40:55.777395
3522,Phoenix,Los Angeles,Delayed,2024-08-16 09:40:55.777399
3523,Phoenix,Phoenix,In Transit,2024-08-16 04:40:55.777404
3524,Phoenix,Phoenix,In Transit,2024-08-16 12:40:55.777408
3525,New York,Los Angeles,Delivered,2024-08-16 13:40:55.777412
3526,New York,Houston,In Transit,2024-08-16 17:40:55.777416
3527,Los Angeles,Phoenix,Delayed,2024-08-16 06:40:55.777420
3528,New York,Phoenix,Delivered,2024-08-16 16:40:55.777424
3529,Phoenix,Los Angeles,Delayed,2024-08-16 08:40:55.777429
3530,Los Angeles,Los Angeles,In Transit,2024-08-16 04:40:55.777433
3531,Phoenix,Houston,Delayed,2024-08-16 12:40:55.777437
3532,Phoenix,Los Angeles,In Transit,2024-08-16 06:40:55.777441
3533,Chicago,New York,In Transit,2024-08-16 12:40:55.777445
3534,New York,Houston,Delayed,2024-08-16 15:40:55.777449
3535,Chicago,Chicago,Delivered,2024-08-16 19:40:55.777454
3536,Chicago,Houston,Delivered,2024-08-16 16:40:55.777458
3537,Phoenix,New York,Delivered,2024-08-16 14:40:55.777462
3538,New York,Chicago,Delivered,2024-08-16 10:40:55.777466
3539,Phoenix,Houston,Delivered,2024-08-16 19:40:55.777470
3540,Houston,Los Angeles,Delayed,2024-08-16 17:40:55.777474
3541,Phoenix,Chicago,Delivered,2024-08-16 23:40:55.777479
3542,Phoenix,Phoenix,Delivered,2024-08-16 09:40:55.777483
3543,New York,Los Angeles,Delayed,2024-08-16 13:40:55.777487
3544,Phoenix,Houston,Delayed,2024-08-17 00:40:55.777493
3545,Phoenix,Los Angeles,Delivered,2024-08-16 06:40:55.777497
3546,Chicago,Los Angeles,In Transit,2024-08-16 19:40:55.777501
3547,Phoenix,Los Angeles,Delivered,2024-08-16 14:40:55.777506
3548,New York,Phoenix,Delivered,2024-08-16 09:40:55.777510
3549,Chicago,Los Angeles,Delayed,2024-08-16 20:40:55.777514
3550,Los Angeles,Phoenix,Delayed,2024-08-16 19:40:55.777518
3551,Los Angeles,Houston,In Transit,2024-08-17 00:40:55.777522
3552,Phoenix,New York,In Transit,2024-08-16 09:40:55.777526
3553,Chicago,Phoenix,Delayed,2024-08-17 00:40:55.777530
3554,Houston,Los Angeles,In Transit,2024-08-16 09:40:55.777535
3555,Los Angeles,Phoenix,In Transit,2024-08-16 10:40:55.777539
3556,Chicago,Chicago,Delivered,2024-08-16 22:40:55.777543
3557,Los Angeles,Houston,Delayed,2024-08-16 19:40:55.777547
3558,Chicago,Los Angeles,In Transit,2024-08-16 13:40:55.777551
3559,Phoenix,Chicago,Delivered,2024-08-16 20:40:55.777556
3560,Chicago,Chicago,Delivered,2024-08-16 15:40:55.777560
3561,Chicago,Phoenix,Delayed,2024-08-16 18:40:55.777564
3562,New York,Chicago,Delayed,2024-08-16 14:40:55.777568
3563,Phoenix,Los Angeles,Delayed,2024-08-16 14:40:55.777572
3564,Houston,Chicago,In Transit,2024-08-16 13:40:55.777576
3565,Los Angeles,Chicago,In Transit,2024-08-16 16:40:55.777581
3566,Chicago,Phoenix,Delayed,2024-08-16 21:40:55.777585
3567,Chicago,Los Angeles,Delivered,2024-08-16 04:40:55.777589
3568,Phoenix,New York,Delivered,2024-08-16 20:40:55.777593
3569,New York,Houston,Delayed,2024-08-16 08:40:55.777597
3570,Los Angeles,New York,In Transit,2024-08-16 03:40:55.777602
3571,Houston,New York,Delayed,2024-08-16 07:40:55.777606
3572,Chicago,Los Angeles,Delayed,2024-08-16 21:40:55.777610
3573,New York,Los Angeles,In Transit,2024-08-16 09:40:55.777614
3574,Los Angeles,Chicago,Delivered,2024-08-16 18:40:55.777618
3575,Los Angeles,Houston,Delivered,2024-08-16 10:40:55.777622
3576,Houston,Phoenix,Delivered,2024-08-16 02:40:55.777627
3577,Phoenix,Los Angeles,Delayed,2024-08-16 08:40:55.777631
3578,Los Angeles,Los Angeles,Delayed,2024-08-16 03:40:55.777635
3579,Los Angeles,Chicago,Delivered,2024-08-16 02:40:55.777639
3580,Houston,Houston,Delayed,2024-08-16 05:40:55.777643
3581,Chicago,Phoenix,Delivered,2024-08-16 11:40:55.777647
3582,Phoenix,Houston,Delivered,2024-08-16 23:40:55.777652
3583,Houston,Houston,Delayed,2024-08-16 17:40:55.777656
3584,Chicago,Chicago,Delivered,2024-08-16 07:40:55.777660
3585,Houston,New York,In Transit,2024-08-16 14:40:55.777664
3586,Houston,Los Angeles,Delivered,2024-08-16 04:40:55.777668
3587,Houston,New York,In Transit,2024-08-16 03:40:55.777673
3588,New York,New York,In Transit,2024-08-16 09:40:55.777677
3589,Houston,New York,Delivered,2024-08-16 13:40:55.777681
3590,Chicago,Chicago,Delivered,2024-08-16 20:40:55.777685
3591,Chicago,Phoenix,Delayed,2024-08-16 15:40:55.777689
3592,Los Angeles,Houston,In Transit,2024-08-16 14:40:55.777693
3593,New York,New York,Delayed,2024-08-16 14:40:55.777698
3594,Chicago,Phoenix,Delivered,2024-08-16 19:40:55.777702
3595,New York,Chicago,In Transit,2024-08-16 11:40:55.777706
3596,Los Angeles,Phoenix,Delivered,2024-08-16 22:40:55.777710
3597,New York,Chicago,Delayed,2024-08-16 13:40:55.777714
3598,Chicago,Houston,Delayed,2024-08-16 05:40:55.777718
3599,Phoenix,Los Angeles,Delayed,2024-08-16 04:40:55.777723
3600,New York,Los Angeles,Delivered,2024-08-16 23:40:55.777727
3601,New York,Houston,Delivered,2024-08-16 10:40:55.777731
3602,Phoenix,Chicago,Delayed,2024-08-16 12:40:55.777735
3603,Houston,Los Angeles,In Transit,2024-08-16 09:40:55.777739
3604,Phoenix,New York,In Transit,2024-08-16 15:40:55.777743
3605,Houston,Chicago,Delivered,2024-08-16 10:40:55.777748
3606,Phoenix,Los Angeles,Delayed,2024-08-16 21:40:55.777752
3607,New York,Los Angeles,In Transit,2024-08-16 17:40:55.777756
3608,Houston,New York,Delivered,2024-08-16 21:40:55.777760
3609,Houston,Houston,In Transit,2024-08-16 13:40:55.777764
3610,Phoenix,Los Angeles,In Transit,2024-08-17 00:40:55.777768
3611,New York,New York,Delivered,2024-08-16 21:40:55.777772
3612,New York,Phoenix,In Transit,2024-08-16 19:40:55.777777
3613,New York,Houston,Delivered,2024-08-16 05:40:55.777781
3614,Houston,Chicago,In Transit,2024-08-16 21:40:55.777785
3615,Houston,Houston,In Transit,2024-08-17 00:40:55.777789
3616,Houston,Los Angeles,Delivered,2024-08-16 06:40:55.777793
3617,New York,Los Angeles,Delayed,2024-08-16 21:40:55.777797
3618,Los Angeles,New York,Delayed,2024-08-16 22:40:55.777802
3619,Los Angeles,Los Angeles,Delayed,2024-08-16 17:40:55.777806
3620,Houston,Houston,Delivered,2024-08-16 20:40:55.777810
3621,Houston,New York,Delivered,2024-08-16 04:40:55.777814
3622,New York,Phoenix,In Transit,2024-08-16 11:40:55.777818
3623,New York,Phoenix,In Transit,2024-08-16 13:40:55.777822
3624,Los Angeles,Phoenix,Delayed,2024-08-16 20:40:55.777826
3625,Los Angeles,New York,Delivered,2024-08-16 22:40:55.777831
3626,Phoenix,Houston,In Transit,2024-08-16 14:40:55.777835
3627,New York,New York,Delayed,2024-08-16 07:40:55.777839
3628,Chicago,Chicago,Delivered,2024-08-16 17:40:55.777853
3629,Phoenix,New York,Delivered,2024-08-16 13:40:55.777858
3630,New York,Los Angeles,Delayed,2024-08-16 04:40:55.777862
3631,Chicago,Phoenix,In Transit,2024-08-16 12:40:55.777866
3632,Chicago,New York,Delayed,2024-08-16 16:40:55.777870
3633,Houston,Chicago,In Transit,2024-08-16 14:40:55.777874
3634,Houston,Los Angeles,In Transit,2024-08-16 12:40:55.777878
3635,Chicago,Houston,Delivered,2024-08-16 09:40:55.777882
3636,Chicago,New York,Delivered,2024-08-17 00:40:55.777887
3637,Phoenix,Phoenix,Delivered,2024-08-16 17:40:55.777891
3638,Chicago,Los Angeles,Delivered,2024-08-16 22:40:55.777895
3639,Houston,New York,Delayed,2024-08-16 05:40:55.777899
3640,Houston,Los Angeles,Delivered,2024-08-16 17:40:55.777903
3641,Houston,Los Angeles,Delivered,2024-08-16 13:40:55.777907
